D,Annual Demand,"14,409 ",,,
C,Cost per Unit,$51,,,
S,Cost per Order,$190,,,
i,Holding Cost,19%,,,
,,,,,
Q,Order Quantity,752,,,
,,,,,
,Purchasing Cost,"$735,754",,,
,Cost of Ordering,"$3,648",,,
,Inventory Cost,"$3,648",,,
,Total Cost,"$743,051 ",,,
,,,,,
,,,,,
Starting Inventory ,752,,,Time,Inventory on Hand
Demand rate,39.48,,,0,752
Time to consume 752 Units,19.05,days per cycle,,1,712.5232877
,,,,2,673.0465753
,,,,3,633.569863
,,,,4,594.0931507
,,,,5,554.6164384
,,,,6,515.139726
,,,,7,475.6630137
,,,,8,436.1863014
,,,,9,396.709589
,,,,10,357.2328767
,,,,11,317.7561644
,,,,12,278.2794521
,,,,13,238.8027397
,,,,14,199.3260274
,,,,15,159.8493151
,,,,16,120.3726027
,,,,17,80.89589041
,,,,18,41.41917808
,,,,19,1.942465753
,,,,20,752
,,,,21,712.5232877
,,,,22,673.0465753
,,,,23,633.569863
,,,,24,594.0931507
,,,,25,554.6164384
,,,,26,515.139726
,,,,27,475.6630137
,,,,28,436.1863014
,,,,29,396.709589
,,,,30,357.2328767
,,,,31,317.7561644
,,,,32,278.2794521
,,,,33,238.8027397
,,,,34,199.3260274
,,,,35,159.8493151
,,,,36,120.3726027
,,,,37,80.89589041
,,,,38,41.41917808
,,,,39,1.942465753
,,,,40,752
,,,,41,712.5232877
,,,,42,673.0465753
,,,,43,633.569863
,,,,44,594.0931507
,,,,45,554.6164384
,,,,46,515.139726
,,,,47,475.6630137
,,,,48,436.1863014
,,,,49,396.709589
,,,,50,357.2328767
,,,,51,317.7561644
,,,,52,278.2794521
,,,,53,238.8027397
,,,,54,199.3260274
,,,,55,159.8493151
,,,,56,120.3726027
,,,,57,80.89589041
,,,,58,41.41917808
,,,,59,1.942465753
,,,,60,752
,,,,61,712.5232877
,,,,62,673.0465753
,,,,63,633.569863
,,,,64,594.0931507
,,,,65,554.6164384
,,,,66,515.139726
,,,,67,475.6630137
,,,,68,436.1863014
,,,,69,396.709589
,,,,70,357.2328767
,,,,71,317.7561644
,,,,72,278.2794521
,,,,73,238.8027397
,,,,74,199.3260274
,,,,75,159.8493151
,,,,76,120.3726027
,,,,77,80.89589041
,,,,78,41.41917808
,,,,79,1.942465753
,,,,80,752
,,,,81,712.5232877
,,,,82,673.0465753
,,,,83,633.569863
,,,,84,594.0931507
,,,,85,554.6164384
,,,,86,515.139726
,,,,87,475.6630137
,,,,88,436.1863014
,,,,89,396.709589
,,,,90,357.2328767
,,,,91,317.7561644
,,,,92,278.2794521
,,,,93,238.8027397
,,,,94,199.3260274
,,,,95,159.8493151
,,,,96,120.3726027
,,,,97,80.89589041
,,,,98,41.41917808
,,,,99,1.942465753
,,,,100,752
,,,,101,712.5232877
,,,,102,673.0465753
,,,,103,633.569863
,,,,104,594.0931507
,,,,105,554.6164384
,,,,106,515.139726
,,,,107,475.6630137
,,,,108,436.1863014
,,,,109,396.709589
,,,,110,357.2328767
,,,,111,317.7561644
,,,,112,278.2794521
,,,,113,238.8027397
,,,,114,199.3260274
,,,,115,159.8493151
,,,,116,120.3726027
,,,,117,80.89589041
,,,,118,41.41917808
,,,,119,1.942465753
,,,,120,752
,,,,121,712.5232877
,,,,122,673.0465753
,,,,123,633.569863
,,,,124,594.0931507
,,,,125,554.6164384
,,,,126,515.139726
,,,,127,475.6630137
,,,,128,436.1863014
,,,,129,396.709589
,,,,130,357.2328767
,,,,131,317.7561644
,,,,132,278.2794521
,,,,133,238.8027397
,,,,134,199.3260274
,,,,135,159.8493151
,,,,136,120.3726027
,,,,137,80.89589041
,,,,138,41.41917808
,,,,139,1.942465753
,,,,140,752
,,,,141,712.5232877
,,,,142,673.0465753
,,,,143,633.569863
,,,,144,594.0931507
,,,,145,554.6164384
,,,,146,515.139726
,,,,147,475.6630137
,,,,148,436.1863014
,,,,149,396.709589
,,,,150,357.2328767
,,,,151,317.7561644
,,,,152,278.2794521
,,,,153,238.8027397
,,,,154,199.3260274
,,,,155,159.8493151
,,,,156,120.3726027
,,,,157,80.89589041
,,,,158,41.41917808
,,,,159,1.942465753
,,,,160,752
,,,,161,712.5232877
,,,,162,673.0465753
,,,,163,633.569863
,,,,164,594.0931507
,,,,165,554.6164384
,,,,166,515.139726
,,,,167,475.6630137
,,,,168,436.1863014
,,,,169,396.709589
,,,,170,357.2328767
,,,,171,317.7561644
,,,,172,278.2794521
,,,,173,238.8027397
,,,,174,199.3260274
